scenario,level,agent,seed,sample,total_return,sharpe,max_drawdown,execution_fill_rate,total_slippage_cost
high_vol,E2_spread_20bps,mean-reversion,104,0,-0.001200793184934934,-4.786344211304794,-0.001200793184934934,1.0,116.62034786904869
high_vol,E2_spread_20bps,mean-reversion,105,0,0.04732332042549503,6.468786497236265,-0.0032595632378217276,0.6666666666666666,725.1686990313451
high_vol,E2_spread_20bps,mean-reversion,106,0,0.012697373718622451,1.9970881787102885,-0.01922376785708857,0.7777777777777778,988.5787999964996
high_vol,E2_spread_20bps,mean-reversion,107,0,0.03932330032649589,8.067716177587547,-0.003513487555986128,0.75,1050.683022299738
high_vol,E2_spread_20bps,mean-reversion,108,0,0.02754676010946655,5.0780125502308335,-0.002268375530737554,0.8333333333333334,600.9572274725365
high_vol,E2_spread_20bps,mean-reversion,109,0,0.020527702151330818,3.863495997026278,-0.00937036255015189,0.8571428571428571,634.9915609337793
high_vol,E2_spread_20bps,mean-reversion,110,0,0.05882941159188171,5.045309225347211,-0.02747615532669878,0.8333333333333334,833.1890210977656
high_vol,E2_spread_20bps,risk-parity,101,0,0.01604131268520015,2.3778789888256497,-0.02353670226144411,0.9166666666666666,1503.4966041037003
high_vol,E2_spread_20bps,risk-parity,102,0,0.03668435080606525,3.8734966649807716,-0.014787565253298718,0.8333333333333334,1523.3048855449895
high_vol,E2_spread_20bps,risk-parity,103,0,0.09421720490123509,9.289158683371635,-0.016583235161813703,0.7916666666666666,1253.223195201062
high_vol,E2_spread_20bps,risk-parity,104,0,0.13297572184920914,10.674498561063078,-0.01130347926073183,0.875,1239.9801009762857
high_vol,E2_spread_20bps,risk-parity,105,0,0.10180876954527229,11.846683176004015,-0.006321359918756264,0.875,1292.1354772236843
high_vol,E2_spread_20bps,risk-parity,106,0,0.05751548949965324,6.054892102178448,-0.01387618792581291,0.875,1308.7372507341709
high_vol,E2_spread_20bps,risk-parity,107,0,0.08521792022292174,11.440716347204297,-0.0018881801525589825,0.875,1224.8654087303962
high_vol,E2_spread_20bps,risk-parity,108,0,0.059449148415815056,6.065845374595383,-0.01862679752703389,0.8333333333333334,1025.1360180087668
high_vol,E2_spread_20bps,risk-parity,109,0,0.11210341261966539,13.475694739030704,-0.010810314495503626,0.875,1508.1555421547641
high_vol,E2_spread_20bps,risk-parity,110,0,0.14113443173437745,8.176784394016677,-0.03866008447705904,0.8333333333333334,1722.2317147135652
high_vol,E2_spread_20bps,minimum-variance,101,0,0.017623952640027918,2.536067371381613,-0.024964789469724802,0.9166666666666666,1478.4574613746177
high_vol,E2_spread_20bps,minimum-variance,102,0,0.060444445776811406,5.878490504566865,-0.013582575173310962,0.8333333333333334,1291.4955664356164
high_vol,E2_spread_20bps,minimum-variance,103,0,0.08827086978768106,9.264505438805017,-0.016583235161813703,0.7916666666666666,1338.2184889070968
high_vol,E2_spread_20bps,minimum-variance,104,0,0.13865231125590904,10.66477700125544,-0.011395868890374361,0.8695652173913043,1138.8054286147649
high_vol,E2_spread_20bps,minimum-variance,105,0,0.09520422117271976,11.347528930480998,-0.010315268659844667,0.875,1230.622334366895
high_vol,E2_spread_20bps,minimum-variance,106,0,0.07747276221809973,8.693354095302649,-0.008199524432269345,0.875,1170.8023464689702
high_vol,E2_spread_20bps,minimum-variance,107,0,0.08080022906259576,11.15577176865865,-0.005806430460949197,0.875,1300.4660299612576
high_vol,E2_spread_20bps,minimum-variance,108,0,0.054785024780177105,5.137980728384172,-0.01862679752703389,0.7916666666666666,1025.1389006573866
high_vol,E2_spread_20bps,minimum-variance,109,0,0.06504149173085016,10.456036916601356,-0.015328491273367106,0.8695652173913043,1792.1668690280171
high_vol,E2_spread_20bps,minimum-variance,110,0,0.09721102236116974,6.62856645654822,-0.038595574734859306,0.7222222222222222,1488.480133905254
high_vol,E2_spread_20bps,random,101,0,-0.019293847267232156,-2.365181266396391,-0.04212772085630567,0.6818181818181818,1668.6839857597022
high_vol,E2_spread_20bps,random,102,0,0.0631841087654812,6.025726914262263,-0.016224482280786878,0.9047619047619048,1246.4397684697906
high_vol,E2_spread_20bps,random,103,0,0.08023237695473862,8.114754972044878,-0.016898030049742885,0.7916666666666666,1459.3780546371831
high_vol,E2_spread_20bps,random,104,0,0.12299679756956317,10.000083841547163,-0.011398036538189382,0.782608695652174,1682.0669570220248
high_vol,E2_spread_20bps,random,105,0,0.12704999088614688,13.09406361975402,-0.009107822223725859,0.8333333333333334,1068.3194025682947
high_vol,E2_spread_20bps,random,106,0,0.072733758712622,8.1481599715031,-0.008162779063079495,0.782608695652174,1974.2639296980033
high_vol,E2_spread_20bps,random,107,0,0.035309656993206096,5.122327678086625,-0.01685760488140342,0.75,2079.9197125530304
high_vol,E2_spread_20bps,random,108,0,0.03884949028983242,4.919086361897951,-0.013853334374313908,0.8181818181818182,1603.2603552180524
high_vol,E2_spread_20bps,random,109,0,0.08034418510307928,11.051250150356221,-0.0032480104113482566,0.9090909090909091,1265.468767417058
high_vol,E2_spread_20bps,random,110,0,0.15409934478346687,9.059522282009294,-0.0388273452602822,0.8333333333333334,1483.0433376642543
high_vol,E2_spread_20bps,poe:gpt-5.5,101,0,0.048826882722975196,6.173565843563018,-0.0076235444661494345,0.9333333333333333,1645.4119873427512
high_vol,E2_spread_20bps,poe:gpt-5.5,102,0,0.031477901867549285,4.865279994566113,-0.011699928458097086,0.8421052631578947,1408.0953507738318
high_vol,E2_spread_20bps,poe:gpt-5.5,103,0,0.05632703594223476,10.727557400060611,-0.009743865131685459,0.85,979.8217256296264
high_vol,E2_spread_20bps,poe:gpt-5.5,104,0,0.1318670532924413,12.543871439820974,-0.002419579407969996,0.9166666666666666,1174.2624937228943
high_vol,E2_spread_20bps,poe:gpt-5.5,105,0,0.09567550871368335,11.656269454164656,-0.005865321505538312,0.8695652173913043,1500.2883497351986
high_vol,E2_spread_20bps,poe:gpt-5.5,106,0,0.045645787040583974,4.521282533536789,-0.02869767210853791,0.8235294117647058,1708.7509169085329
high_vol,E2_spread_20bps,poe:gpt-5.5,107,0,0.10104141342033945,10.926338770751936,-0.013995450588358826,0.9130434782608695,1120.238659069515
high_vol,E2_spread_20bps,poe:gpt-5.5,108,0,0.049633033979257446,7.099879118476258,-0.010036190234961495,0.8571428571428571,1946.4856856413044
high_vol,E2_spread_20bps,poe:gpt-5.5,109,0,0.07578443489490372,11.254896961527914,-0.017567743548216885,0.7894736842105263,2117.1241072792254
high_vol,E2_spread_20bps,poe:gpt-5.5,110,0,0.10765418318989317,6.886887594886213,-0.04282772030133686,0.8181818181818182,1679.6812080908305
high_vol,E2_latency_3,buy-and-hold,101,0,0.05023993047180242,6.589355687617317,-0.015881883273162645,0.4583333333333333,391.80807632731455
high_vol,E2_latency_3,buy-and-hold,102,0,0.05418924570994865,6.114579992912087,-0.014183598429839517,0.43478260869565216,398.0424319333933
high_vol,E2_latency_3,buy-and-hold,103,0,0.10115459909593771,16.445434103902283,-0.0019301173157745266,0.4583333333333333,412.3806254059544
high_vol,E2_latency_3,buy-and-hold,104,0,0.0786135360986644,9.693728793136435,-0.011292960548761832,0.5,703.9648008024191
high_vol,E2_latency_3,buy-and-hold,105,0,0.11169319733957295,8.30724633538456,-0.02329198311684111,0.5,725.7205042116267
high_vol,E2_latency_3,buy-and-hold,106,0,0.04489387025831415,5.249096235173668,-0.007255785172694873,0.5,546.0908716011471
high_vol,E2_latency_3,buy-and-hold,107,0,0.07754697114654352,7.0289130338377115,-0.013319621920366176,0.5,716.6782061853928
high_vol,E2_latency_3,buy-and-hold,108,0,0.09693642141110637,7.758414043019935,-0.009841652508089771,0.5,411.82788730545116
high_vol,E2_latency_3,buy-and-hold,109,0,0.08567401252738005,9.707957275374874,-0.01000785323870168,0.4583333333333333,429.2892538150614
high_vol,E2_latency_3,buy-and-hold,110,0,0.2421561601026514,17.250711048999595,-0.003075574420327354,0.4583333333333333,986.734531086511
high_vol,E2_latency_3,signal-weighted,101,0,-0.004357877372044627,-3.350423355303652,-0.004939768022184432,0.4166666666666667,135.65789517702828
high_vol,E2_latency_3,signal-weighted,102,0,-0.0025321761686369904,-6.194550184397329,-0.0025321761686369904,0.4,94.94853884574697
high_vol,E2_latency_3,signal-weighted,103,0,-0.000557270230024165,-7.113259097750817,-0.000557270230024165,0.4,48.55764985277416
high_vol,E2_latency_3,signal-weighted,104,0,0.017989225608018078,8.329440974459583,-0.0011037525825309258,0.3076923076923077,243.9199673913576
high_vol,E2_latency_3,signal-weighted,105,0,0.004951764676083048,2.3513313063743553,-0.0055784179147519986,0.3076923076923077,182.69951785369702
high_vol,E2_latency_3,signal-weighted,106,0,0.0247141217671758,3.9457104170570476,-0.013489420263290253,0.3076923076923077,325.66826474893617
high_vol,E2_latency_3,signal-weighted,107,0,0.06009494804408333,6.539807866135533,-0.013165863938009559,0.29411764705882354,413.4699308671148
high_vol,E2_latency_3,signal-weighted,108,0,0.01642780368814023,2.700707781193883,-0.013076929982464347,0.42857142857142855,159.756913130812
high_vol,E2_latency_3,signal-weighted,109,0,0.002965710527311538,4.258205304839475,-0.0003206094135267401,0.4444444444444444,87.11329313683264
high_vol,E2_latency_3,signal-weighted,110,0,-0.000277800514953519,-2.6668587806243513,-0.0004505551114569739,0.4,84.23054709256469
high_vol,E2_latency_3,naive-momentum,101,0,0.09447412042363657,6.543902330464328,-0.008091643151077466,0.5454545454545454,632.425136227968
high_vol,E2_latency_3,naive-momentum,102,0,-0.01415726350805746,-1.769413069466577,-0.03112506135714288,0.25,166.43633833540088
high_vol,E2_latency_3,naive-momentum,103,0,0.07564055512914125,9.454924842695792,-0.003162202922059265,0.5333333333333333,460.4740994578328
high_vol,E2_latency_3,naive-momentum,104,0,0.06410579594945043,10.611780290335643,-0.0035724079789251073,0.5,579.3365372656937
high_vol,E2_latency_3,naive-momentum,105,0,0.0766014468073033,7.954597428963903,-0.01876544892377041,0.47619047619047616,605.6066920769022
high_vol,E2_latency_3,naive-momentum,106,0,0.024816482190321176,2.907224980523335,-0.017851108178803643,0.4444444444444444,641.7500450672757
high_vol,E2_latency_3,naive-momentum,107,0,0.05608864308356187,6.003859741011603,-0.012691869970304803,0.38095238095238093,831.2691544874239
high_vol,E2_latency_3,naive-momentum,108,0,0.09261039958871953,10.399624404262019,-0.0010079108215736987,0.55,477.9617228868289
high_vol,E2_latency_3,naive-momentum,109,0,0.12586943110389948,11.003112008049628,-0.0011629083936526285,0.5555555555555556,817.1811636590076
high_vol,E2_latency_3,naive-momentum,110,0,0.1164396411161297,9.689914325697654,-0.0011671779869196763,0.35714285714285715,475.05404359396766
high_vol,E2_latency_3,mean-reversion,101,0,-0.022742163425141793,-3.2144837558917,-0.03154734329693887,0.5454545454545454,420.307449774116
high_vol,E2_latency_3,mean-reversion,102,0,0.06834908551067498,9.842500830517254,-0.00951393889288532,0.42857142857142855,628.0440050124943
high_vol,E2_latency_3,mean-reversion,103,0,0.07770893964464398,10.994463028308065,-0.0023552005599986048,0.47058823529411764,713.0939431258649
high_vol,E2_latency_3,mean-reversion,104,0,0.0,0.0,0.0,0.0,0.0
high_vol,E2_latency_3,mean-reversion,105,0,0.03136091253021478,4.747838803988334,-0.013867285693665576,0.42857142857142855,546.6849478632512
high_vol,E2_latency_3,mean-reversion,106,0,0.025309424792704815,3.9550693488557194,-0.007786281170205411,0.46153846153846156,583.1782816701498
high_vol,E2_latency_3,mean-reversion,107,0,0.06287462349738782,8.795872348868757,-0.004197308942644362,0.5,418.8185154788688
high_vol,E2_latency_3,mean-reversion,108,0,0.059348781930036454,7.1748691248496295,-0.005834480062572811,0.5,455.03937254346806
high_vol,E2_latency_3,mean-reversion,109,0,-0.008222978369999856,-1.0271571815189875,-0.0393268555184344,0.5,712.8947685426998
high_vol,E2_latency_3,mean-reversion,110,0,0.15071308544677864,12.033461917881967,-0.0034394425348442947,0.5,1113.341675312028
high_vol,E2_latency_3,risk-parity,101,0,0.07840431303848594,6.95346145188,-0.01431255408368004,0.4583333333333333,451.6222338597566
high_vol,E2_latency_3,risk-parity,102,0,0.09677579850677454,11.111244398835524,-0.009314334682635095,0.375,300.3456924589666
high_vol,E2_latency_3,risk-parity,103,0,0.11606454737949479,14.968132251315936,-0.004161174837202464,0.5,628.5451227107084
high_vol,E2_latency_3,risk-parity,104,0,0.07430134020253232,10.77039776724928,-0.004212385061020174,0.5,737.31261482957
high_vol,E2_latency_3,risk-parity,105,0,0.07405340276919081,7.1051837102214925,-0.02010219875899799,0.375,566.2947613991819
high_vol,E2_latency_3,risk-parity,106,0,0.0554713841997585,4.733640961034899,-0.018668387156429045,0.5416666666666666,549.8071893747091
high_vol,E2_latency_3,risk-parity,107,0,0.12972080863682178,9.525420967709158,-0.006816035577801971,0.5,509.44250932622464
high_vol,E2_latency_3,risk-parity,108,0,0.09702616875253156,9.939634140457237,-0.0016953123044801677,0.4583333333333333,532.3297301839164
high_vol,E2_latency_3,risk-parity,109,0,0.11476443419810844,11.197445993097324,-0.004572638304201848,0.5,517.5530689434179
high_vol,E2_latency_3,risk-parity,110,0,0.19384462189445673,15.693311082452512,-0.0035888316714292046,0.4583333333333333,969.2755429961604
high_vol,E2_latency_3,minimum-variance,101,0,0.07939382655157767,7.046276832889747,-0.013620146974828384,0.4583333333333333,438.06321534549295
high_vol,E2_latency_3,minimum-variance,102,0,0.09628536627342221,11.056617196003499,-0.009438617323755616,0.375,300.04683459471926
high_vol,E2_latency_3,minimum-variance,103,0,0.11606454737949479,14.968132251315936,-0.004161174837202464,0.5,628.5451227107084
high_vol,E2_latency_3,minimum-variance,104,0,0.07430134020253232,10.77039776724928,-0.004212385061020174,0.5217391304347826,737.31261482957
high_vol,E2_latency_3,minimum-variance,105,0,0.09287149230007752,8.571157709285549,-0.02010219875899799,0.4166666666666667,596.2212973560455
high_vol,E2_latency_3,minimum-variance,106,0,0.0554713841997585,4.733640961034899,-0.018668387156429045,0.5416666666666666,549.8071893747091
high_vol,E2_latency_3,minimum-variance,107,0,0.12972080863682178,9.525420967709158,-0.006816035577801971,0.5454545454545454,509.44250932622464
high_vol,E2_latency_3,minimum-variance,108,0,0.09701591092809259,9.939933885444814,-0.0016953123044801677,0.4782608695652174,533.2201727539112
high_vol,E2_latency_3,minimum-variance,109,0,0.11195540187033415,11.069821107045952,-0.0038619731660916035,0.5217391304347826,514.5236954936762
high_vol,E2_latency_3,minimum-variance,110,0,0.1533723438462007,15.776555093375336,-0.003075574420327354,0.35,1003.2090824530352
high_vol,E2_latency_3,random,101,0,0.06826709663243258,7.439813693043616,-0.0036808426683015982,0.4090909090909091,629.1632406480212
high_vol,E2_latency_3,random,102,0,0.04009576002518056,6.974755550794515,-0.010259439916472712,0.3,559.2916506191891
high_vol,E2_latency_3,random,103,0,0.07160755245265715,10.876037347893892,-0.0019301173157747487,0.4166666666666667,773.7967445024691
high_vol,E2_latency_3,random,104,0,0.07403773259135171,10.708467263912722,-0.004212385061020174,0.5,800.5680514438524
high_vol,E2_latency_3,random,105,0,0.10719525562574361,9.75108970035998,-0.020405310399397747,0.5,523.4681425254203
high_vol,E2_latency_3,random,106,0,0.05475545468143883,3.711252212525885,-0.030141809343733783,0.5652173913043478,823.2362079717523
high_vol,E2_latency_3,random,107,0,0.13138233079986872,9.703603011323445,-0.006816035577801971,0.5454545454545454,605.4345586629948
high_vol,E2_latency_3,random,108,0,0.0898413418575057,10.3550360813983,-0.0009378377939263105,0.3684210526315789,657.4296647889787
high_vol,E2_latency_3,random,109,0,0.10262417977682192,12.170642327395425,-0.0029939621985928255,0.5714285714285714,557.8670952905836
high_vol,E2_latency_3,random,110,0,0.18823501277656152,15.465459271836972,-0.006861169260633515,0.5,888.1418009791182
high_vol,E2_latency_3,poe:gpt-5.5,101,0,0.12400765433848915,7.612148777129148,-0.0085013515473088,0.5625,705.552122589072
high_vol,E2_latency_3,poe:gpt-5.5,102,0,0.02117681178022357,2.1079125200746525,-0.023972427890020298,0.47368421052631576,1008.0419238204688
high_vol,E2_latency_3,poe:gpt-5.5,103,0,0.08797259902841215,10.906741802651315,-0.004541153050153235,0.5555555555555556,754.3255375861752
high_vol,E2_latency_3,poe:gpt-5.5,104,0,0.07799508210186312,9.610733735832573,-0.011292960548761832,0.4782608695652174,704.514113776205
high_vol,E2_latency_3,poe:gpt-5.5,105,0,0.11849368941621807,8.167933302342172,-0.024568575274910742,0.5217391304347826,953.389869210628
high_vol,E2_latency_3,poe:gpt-5.5,106,0,0.028369507979278064,3.1858425153074026,-0.017851108178803643,0.5294117647058824,900.7080131144654
high_vol,E2_latency_3,poe:gpt-5.5,107,0,0.06764213483145554,6.8518657101561615,-0.007167942940633165,0.5,594.4778130325813
high_vol,E2_latency_3,poe:gpt-5.5,108,0,0.11817534175930011,8.155686432088471,-0.014791179001495958,0.47619047619047616,637.6629839811661
high_vol,E2_latency_3,poe:gpt-5.5,109,0,0.12251873304050509,10.406516066364674,-0.0004121760123946272,0.4117647058823529,732.0406665832235
high_vol,E2_latency_3,poe:gpt-5.5,110,0,0.19566320326734798,17.221996128894656,-0.003075574420327354,0.6666666666666666,362.3195267567754
high_vol,E2_participation_1pct,buy-and-hold,101,0,0.02722459155736323,3.7135594121271076,-0.02966090572510205,0.8333333333333334,756.7528278678365
high_vol,E2_participation_1pct,buy-and-hold,102,0,0.08028161032262471,6.2398294672671675,-0.012380859208585115,0.7916666666666666,890.8535778240613
high_vol,E2_participation_1pct,buy-and-hold,103,0,0.09226435166864344,9.594014801610289,-0.020525458735630497,0.7916666666666666,661.7466520026829
high_vol,E2_participation_1pct,buy-and-hold,104,0,0.13212367677370862,12.522789409306894,-0.0017090638555545823,0.875,847.6805301827036
high_vol,E2_participation_1pct,buy-and-hold,105,0,0.16932083699371203,12.40203908363554,-0.0071741160457523545,0.8260869565217391,1161.7357638589144
high_vol,E2_participation_1pct,buy-and-hold,106,0,0.06945119169679703,7.085026082087859,-0.012364022006877917,0.8333333333333334,644.2221645882839
high_vol,E2_participation_1pct,buy-and-hold,107,0,0.13214627404968549,11.576041386616582,-0.013724864497717038,0.875,743.8345686125926
high_vol,E2_participation_1pct,buy-and-hold,108,0,0.07652569273126075,9.1463372141707,-0.010413201579725806,0.875,806.0806302533239
high_vol,E2_participation_1pct,buy-and-hold,109,0,0.12698343544216528,15.110079121124828,-0.0022462027681903196,0.8333333333333334,800.2502439111229
high_vol,E2_participation_1pct,buy-and-hold,110,0,0.13809857646416668,7.181546012633601,-0.056349315242817055,0.782608695652174,1028.7793782929875
high_vol,E2_participation_1pct,signal-weighted,101,0,-0.018317211626546093,-9.234416039799113,-0.018317211626546093,0.7692307692307693,272.5627721395965
high_vol,E2_participation_1pct,signal-weighted,102,0,0.008060781161000286,3.110944266249923,-0.004788405360919623,0.8,173.97861589015636
high_vol,E2_participation_1pct,signal-weighted,103,0,0.0063558099975644655,5.775743770137497,-0.0007693212058395016,0.8,141.66872329712157
high_vol,E2_participation_1pct,signal-weighted,104,0,0.03283906139246473,6.424178866147992,-0.0012049795393332952,0.7692307692307693,333.6344114833717
high_vol,E2_participation_1pct,signal-weighted,105,0,0.007445304930366881,7.890370631334325,-0.0010843683871906151,0.7692307692307693,283.4968231797198
high_vol,E2_participation_1pct,signal-weighted,106,0,0.02109639382974504,5.633017284886059,-0.0024377747596501242,0.7692307692307693,376.0061328066545
high_vol,E2_participation_1pct,signal-weighted,107,0,0.032254510066361375,9.292724790657129,-0.0003754014504213643,0.75,526.9053782717538
high_vol,E2_participation_1pct,signal-weighted,108,0,0.011475912141998057,6.1701838143063386,-0.0010291852304115112,0.7692307692307693,380.9614880270108
high_vol,E2_participation_1pct,signal-weighted,109,0,0.010949697428698446,6.8123358256767546,-0.0005412914899489696,0.8,257.20087553670385
high_vol,E2_participation_1pct,signal-weighted,110,0,0.011730011338145552,6.615244452361334,-0.0006689695730822676,0.8,284.31567820486487
high_vol,E2_participation_1pct,naive-momentum,101,0,0.028429750909114926,2.856914727506814,-0.03101486566912459,0.9090909090909091,863.0191101921747
high_vol,E2_participation_1pct,naive-momentum,102,0,0.03623510711885558,5.360553681950561,-0.00655161103567603,0.8181818181818182,548.1121820786672
high_vol,E2_participation_1pct,naive-momentum,103,0,0.07579765415563111,8.976574924004737,-0.006490391463342959,0.8235294117647058,861.0016554864076
high_vol,E2_participation_1pct,naive-momentum,104,0,0.10926932607434336,12.44617092424299,-0.005281320619471619,0.8181818181818182,867.6268749018866
high_vol,E2_participation_1pct,naive-momentum,105,0,0.10807694822670277,11.336150185431306,-0.01580148310874563,0.85,391.20507636086194
high_vol,E2_participation_1pct,naive-momentum,106,0,0.05471571647470297,5.9697077801253595,-0.0187990428077055,0.85,1163.4232820327031
high_vol,E2_participation_1pct,naive-momentum,107,0,0.06927978484816899,8.555608308899576,-0.012266093993319349,0.85,689.3072381960925
high_vol,E2_participation_1pct,naive-momentum,108,0,0.05759264567955524,6.372412325939934,-0.012770859806751522,0.8181818181818182,882.0969724073459
high_vol,E2_participation_1pct,naive-momentum,109,0,0.09349306430242255,11.44166161922654,-0.00651380409754454,0.8333333333333334,1128.2228513478692
high_vol,E2_participation_1pct,naive-momentum,110,0,0.12110612757928663,9.287308546021737,-0.00856269118852393,0.8571428571428571,1412.786263380435
high_vol,E2_participation_1pct,mean-reversion,101,0,-0.025070644609858528,-6.131952425017442,-0.025070644609858528,0.9090909090909091,488.4737645588273
high_vol,E2_participation_1pct,mean-reversion,102,0,0.05261987990305417,7.012342668797585,-0.00776599301528158,0.6875,588.9663611657226
high_vol,E2_participation_1pct,mean-reversion,103,0,0.034122564570554736,4.6340878962794445,-0.01572680177962349,0.8333333333333334,578.5272903055696
high_vol,E2_participation_1pct,mean-reversion,104,0,-0.0008560278528841891,-4.786344211304793,-0.0008560278528841891,1.0,82.14726197257166
high_vol,E2_participation_1pct,mean-reversion,105,0,0.0488550977886415,6.68229921671881,-0.0028986383920017733,0.6666666666666666,572.2115979766247
high_vol,E2_participation_1pct,mean-reversion,106,0,0.015233511762490437,2.352068077044126,-0.01816247285815087,0.7777777777777778,733.364726046827
high_vol,E2_participation_1pct,mean-reversion,107,0,0.041557434848147334,8.476781457412963,-0.0031450274160207403,0.75,829.4586072788238
high_vol,E2_participation_1pct,mean-reversion,108,0,0.0293620395323686,5.358164358456277,-0.0015543261417388932,0.8333333333333334,419.42743806159723
high_vol,E2_participation_1pct,mean-reversion,109,0,0.022317808547567486,4.190441754880997,-0.008664026619595866,0.8571428571428571,455.7126304188984
high_vol,E2_participation_1pct,mean-reversion,110,0,0.061033230911440306,5.226744889542579,-0.026487483802148493,0.8333333333333334,624.5327685259354
high_vol,E2_participation_1pct,risk-parity,101,0,0.019180774934243416,2.8247312954067745,-0.022223675563686318,0.8695652173913043,1190.937945820934
high_vol,E2_participation_1pct,risk-parity,102,0,0.0410212767436926,4.321440262990341,-0.014397532407830371,0.8333333333333334,1107.5294539911179
high_vol,E2_participation_1pct,risk-parity,103,0,0.0973769551329251,9.607416110958408,-0.0165788344144705,0.7916666666666666,954.4784699606837
high_vol,E2_participation_1pct,risk-parity,104,0,0.13640926947688103,10.944642323539567,-0.010967426141360592,0.8333333333333334,920.6270009119919
high_vol,E2_participation_1pct,risk-parity,105,0,0.10580102107312861,12.340493155247811,-0.005796877507359799,0.875,907.7299707518736
high_vol,E2_participation_1pct,risk-parity,106,0,0.06075130772113857,6.3765767435886955,-0.013185076999272516,0.9166666666666666,998.465544298797
high_vol,E2_participation_1pct,risk-parity,107,0,0.08842809877106794,11.912565318322871,-0.0014729339647555628,0.875,919.5854664439835
high_vol,E2_participation_1pct,risk-parity,108,0,0.06249625781083834,6.346895313206064,-0.01862231279878035,0.8333333333333334,732.5866464853625
high_vol,E2_participation_1pct,risk-parity,109,0,0.11540707001312378,13.862104165455463,-0.010471057609766521,0.875,1195.3266662444778
high_vol,E2_participation_1pct,risk-parity,110,0,0.145237382434944,8.392775869854443,-0.03766222855913748,0.8333333333333334,1356.869467039192
high_vol,E2_participation_1pct,minimum-variance,101,0,0.020637004849502594,2.9543305805448443,-0.02407651079210804,0.875,1175.190674277493
high_vol,E2_participation_1pct,minimum-variance,102,0,0.06390657891289364,6.21476349088304,-0.013228889765974472,0.8333333333333334,960.6841471387041
high_vol,E2_participation_1pct,minimum-variance,103,0,0.09164388094697662,9.593163041630365,-0.0165788344144705,0.7916666666666666,1019.665394548873
high_vol,E2_participation_1pct,minimum-variance,104,0,0.1420744941794594,10.940707741726271,-0.011035685234733972,0.8260869565217391,821.262117756034
high_vol,E2_participation_1pct,minimum-variance,105,0,0.09903107477887785,11.803135383460084,-0.010236588074304498,0.875,860.5711287980483
high_vol,E2_participation_1pct,minimum-variance,106,0,0.08065891274520798,9.058272189355199,-0.008190052634232559,0.9166666666666666,864.8614268972656
high_vol,E2_participation_1pct,minimum-variance,107,0,0.08401287051563822,11.562340283526991,-0.0054846452790695555,0.875,987.7529535549953
high_vol,E2_participation_1pct,minimum-variance,108,0,0.057979376261963145,5.450882680469235,-0.01862231279878035,0.7916666666666666,719.7000842895692
high_vol,E2_participation_1pct,minimum-variance,109,0,0.06939684791758793,11.153206365721859,-0.014702973214228532,0.8695652173913043,1383.713645816364
high_vol,E2_participation_1pct,minimum-variance,110,0,0.10090335612688794,6.864078301381266,-0.03760647001084794,0.7222222222222222,1145.6655605161748
high_vol,E2_participation_1pct,random,101,0,-0.015409408301750971,-1.8938436466612476,-0.04021487122497991,0.6818181818181818,1267.3019774331353
high_vol,E2_participation_1pct,random,102,0,0.06676297530365738,6.388294173063434,-0.015857019270253625,0.9090909090909091,899.7145463254469
high_vol,E2_participation_1pct,random,103,0,0.084159301301036,8.495882069809625,-0.016788601897158473,0.7916666666666666,1090.5229098698762
high_vol,E2_participation_1pct,random,104,0,0.12747121364925107,10.35687244595671,-0.011032436087180741,0.782608695652174,1258.7103144936482
high_vol,E2_participation_1pct,random,105,0,0.13062946975873313,13.44568969755808,-0.008890266544968717,0.8333333333333334,744.1345964443128
high_vol,E2_participation_1pct,random,106,0,0.07782927558630348,8.732603303833695,-0.007809127920304415,0.782608695652174,1469.7717872500227
high_vol,E2_participation_1pct,random,107,0,0.04033893869255256,5.86031729091681,-0.01523934024864193,0.6666666666666666,1568.3531699240361
high_vol,E2_participation_1pct,random,108,0,0.043124219580064294,5.409302263129244,-0.01286083507801028,0.7727272727272727,1183.1755835198915
high_vol,E2_participation_1pct,random,109,0,0.08332124977287347,11.447555842729347,-0.003023364964920505,0.9090909090909091,976.1891150940081
high_vol,E2_participation_1pct,random,110,0,0.15779953123447887,9.258029532483034,-0.03766681765182056,0.875,1155.5622188879595
high_vol,E2_participation_1pct,poe:gpt-5.5,101,0,0.052473526389667846,6.619165444252348,-0.0059796349679578364,0.9375,1281.2660887094912
high_vol,E2_participation_1pct,poe:gpt-5.5,102,0,0.03521001786855105,5.455156887365852,-0.01109103058691896,0.8421052631578947,1033.146841309371
high_vol,E2_participation_1pct,poe:gpt-5.5,103,0,0.05886690873668421,11.131538165495009,-0.009394328975221633,0.85,732.2882632066284
high_vol,E2_participation_1pct,poe:gpt-5.5,104,0,0.1290914684922524,12.160875856246763,-0.0017090638555545823,0.8333333333333334,930.8858752481586
high_vol,E2_participation_1pct,poe:gpt-5.5,105,0,0.10056393298349486,12.293235128921232,-0.004871550539805591,0.8695652173913043,1107.1052937203874
high_vol,E2_participation_1pct,poe:gpt-5.5,106,0,0.04969050668360642,4.9152866945235605,-0.02698588987349093,0.8235294117647058,1305.2768939362752
high_vol,E2_participation_1pct,poe:gpt-5.5,107,0,0.10408013015277784,11.260884693866013,-0.013724864497717038,0.9130434782608695,830.4864923817664
high_vol,E2_participation_1pct,poe:gpt-5.5,108,0,0.05446706431756776,7.690250092249628,-0.009383684455941732,0.8571428571428571,1470.488989394975
